topic,sentence_en,sentence_ro,annotation,set
minimum wage,"The paper spawned a flood of similar “ case-study ” research , a flurry of revisionist thinking and a heated academic debate .","Lucrarea a generat un val de cercetări similare „studiu de caz”, un val de gândire revizionistă și o dezbatere academică aprinsă.",NoArgument,train
minimum wage,"So when Chrisanna Capshaw stepped up to the mic at a North Carolina hearing where people wanted to talk about why raising the minimum wage is no longer an option for working people , folks listened .","Așa că, când Chrisanna Capshaw a intervenit la microfon la o audiere din Carolina de Nord, unde oamenii au vrut să vorbească despre de ce creșterea salariului minim nu mai este o opțiune pentru oamenii care lucrează, oamenii au ascultat.",NoArgument,train
minimum wage,"But that consensus collapsed during the next decade , with the rise of what ’s known now as the “ new minimum wage research . ”","Dar acel consens s-a prăbușit în următorul deceniu, odată cu creșterea a ceea ce este cunoscut acum sub numele de „noul studiu privind salariul minim”.",NoArgument,train
minimum wage,This matters because low-wage employers are n’t just employers .,Acest lucru contează deoarece angajatorii cu salarii mici nu sunt doar angajatori.,NoArgument,train
minimum wage,"Gary Fields , Professor of Labor Economics and Economics at Cornell University , argues that the standard textbook model for the minimum wage is ambiguous , and that the standard theoretical arguments incorrectly measure only a one-sector market .","Gary Fields, profesor de economie și economie a muncii la Universitatea Cornell, susține că modelul standard de manual pentru salariul minim este ambiguu și că argumentele teoretice standard măsoară incorect doar o piață cu un singur sector.",NoArgument,train
minimum wage,"In Montana , for a full-time worker , it was $ 13.92 an hour ; in New York City , it was $ 22.66 .","În Montana, pentru un muncitor cu normă întreagă, era 13,92 USD pe oră; în New York, a fost 22,66 dolari.",NoArgument,train
minimum wage,We look forward to seeing you on [ website ] frequently .,Așteptăm cu nerăbdare să vă vedem pe [site-ul web] frecvent.,NoArgument,train
minimum wage,"It also has one of the most complicated systems with more than 1,200 minimum wage rates .","De asemenea, are unul dintre cele mai complicate sisteme cu peste 1.200 de salarii minime.",NoArgument,train
minimum wage,31 % felt that no hiring changes would result .,31 % au considerat că nu vor avea loc schimbări de angajare .,NoArgument,train
minimum wage,It is important to hear and ponder deeply .,Este important să auziți și să meditați profund.,NoArgument,train
minimum wage,African-Americans and young adults are evidently consulting oracles different from Hatch ’s .,"În mod evident, afro-americanii și tinerii adulți consultă oracole diferite de cele ale lui Hatch.",NoArgument,train
minimum wage,Another agenda is being served .,O altă agendă este servită.,NoArgument,train
minimum wage,"Both indulge nostalgia in their own way , but their yearning points to something real : In American politics , and specifically in political media , quality debate has seemingly withered .","Amândoi își răsfață nostalgia în felul lor, dar dorința lor indică ceva real: în politica americană, și în special în mass-media politică, dezbaterea de calitate pare să se ofilească.",NoArgument,train
minimum wage,Name E-mail Feedback Type What kind of error ?,Nume E-mail Feedback Tip Ce fel de eroare?,NoArgument,train
minimum wage,The association and franchisees want to be recognized as smaller businesses to get more time to raise pay incrementally to $ 15 by 2021 .,Asociația și francizații doresc să fie recunoscuți ca întreprinderi mai mici pentru a avea mai mult timp pentru a crește salariile treptat la 15 USD până în 2021.,NoArgument,train
minimum wage,"At $ 7.25 per hour , someone working 40 hours a week earns around $ 15,100 per year .","Cu 7,25 USD pe oră, cineva care lucrează 40 de ore pe săptămână câștigă în jur de 15.100 USD pe an.",NoArgument,train
minimum wage,"After a few seconds , the door is opened by an impatient-looking blonde woman holding a cell phone to her ear .","După câteva secunde, ușa este deschisă de o femeie blondă cu aspect nerăbdător ținând un telefon mobil la ureche.",NoArgument,train
minimum wage,The result is a surplus of the commodity .,Rezultatul este un surplus al mărfii.,NoArgument,train
minimum wage,"When voters elsewhere have been presented with similar questions , he noted , â € œthe passing rates are high.â € But Hamer said thereâ € ™ s still time to change some minds .","Când alegătorilor din alte părţi li s-au adresat întrebări similare, el a remarcat: „ratele de promovare sunt mari.” Dar Hamer a spus că este încă timp să se răzgândească.",NoArgument,train
minimum wage,"Since then , many other nations have adopted similar policies .","De atunci, multe alte naţiuni au adoptat politici similare.",NoArgument,train
minimum wage,Robust competition is a powerful force helping to ensure that workers are paid what they contribute to their employers ’ bottom lines .,Concurența puternică este o forță puternică care ajută la asigurarea faptului că lucrătorii sunt plătiți cu ceea ce contribuie la rezultatele angajatorilor lor.,NoArgument,train
minimum wage,The most prominent critics of the new research were David Neumark of the University of California at Irvine and William Wascher of the Federal Reserve .,Cei mai proeminenți critici ai noilor cercetări au fost David Neumark de la Universitatea din California la Irvine și William Wascher de la Rezerva Federală.,NoArgument,train
minimum wage,"The first minimum wage law was enacted in New Zealand in 1894 , according the Organization for Economic Cooperation and Development ( OECD ) , an international economic group .","Prima lege a salariului minim a fost adoptată în Noua Zeelandă în 1894, conform Organizației pentru Cooperare și Dezvoltare Economică (OCDE), un grup economic internațional.",NoArgument,val
minimum wage,"Sen. Tom Harkin , D-Iowa , has introduced legislation that would raise the federal minimum wage to $ 9.80 -- about $ 20,400 for a year of full-time work -- within two years .","Senatorul Tom Harkin, D-Iowa, a introdus o legislație care ar ridica salariul minim federal la 9,80 dolari - aproximativ 20.400 dolari pentru un an de muncă cu normă întreagă - în termen de doi ani.",NoArgument,val
minimum wage,"As with many other aspects of the national economy in a capitalistic society , minimum wages have advantages as well as disadvantages .","Ca și în multe alte aspecte ale economiei naționale într-o societate capitalistă, salariile minime au atât avantaje, cât și dezavantaje.",NoArgument,val
